id,climate,energy,environment,resources,sustainability,dedicated
FIS_MLS_7432_3,0,0,0,0,0,0
FIS_MLS_7442_1,0,0,0,0,0,0
FIS_MLS_7442_2,0,0,0,0,0,0
FIS_MLS_7442_3,0,0,0,0,0,0
FIS_MLS_7542_1,0,0,0,0,0,0
FIS_MLS_7450_1,0,0,0,0,0,0
FIS_MLS_7450_2,0,0,0,0,0,0
FIS_MLS_7450_3,0,0,0,0,0,0
FIS_MLS_7550_1,0,0,0,0,0,0
FIS_MBES_9902_1,0,0,0,0,0,0
FIS_MLS_9902_1,0,0,0,0,0,0
FIS_MBES_9902_2,0,0,0,0,0,0
_8,0,0,0,0,0,0
_9,0,0,0,0,0,0
_10,0,0,0,0,0,0
_11,0,0,0,0,0,0
_12,0,0,0,0,0,0
_13,0,0,0,0,0,0
FIS_MBES_7402_4,0,0,0,0,0,0
FIS_MBES_7402_5,0,0,0,0,0,0
FIS_MBES_7402_6,0,0,0,0,0,0
FIS_MBES_7412_4,0,0,0,0,0,0
FIS_MBES_7412_5,0,0,0,0,0,0
FIS_MBES_7412_6,0,0,0,0,0,0
FIS_MBES_7422_4,0,0,0,0,0,0
FIS_MBES_7422_5,0,0,0,0,0,0
FIS_MBES_7422_6,0,0,0,0,0,0
FIS_MBES_7432_4,0,0,0,0,0,0
FIS_MBES_7432_5,0,0,0,0,0,0
FIS_MBES_7432_6,0,0,0,0,0,0
FIS_MBES_7532_2,0,0,0,0,0,0
FIS_MBES_7442_4,0,0,0,0,0,0
FIS_MBES_7442_5,0,0,0,0,0,0
FIS_MBES_7442_6,0,0,0,0,0,0
FIS_MBES_7542_2,0,0,0,0,0,0
FIS_MBES_7452_4,0,0,0,0,0,0
FIS_MBES_7452_5,0,0,0,0,0,0
FIS_MBES_7452_6,0,0,0,0,0,0
FIS_MBES_7552_2,0,0,0,0,0,0
FIS_MLS_7402_4,0,0,0,0,0,0
FIS_MLS_7402_5,0,0,0,0,0,0
FIS_MLS_7402_6,0,0,0,0,0,0
FIS_MLS_7412_4,0,0,0,0,0,0
FIS_MLS_7412_5,0,0,0,0,0,0
FIS_MLS_7412_6,0,0,0,0,0,0
FIS_MLS_7422_4,0,0,0,0,0,0
FIS_MLS_7422_5,0,0,0,0,0,0
FIS_MLS_7422_6,0,0,0,0,0,0
FIS_MLS_7432_4,0,0,0,0,0,0
FIS_MLS_7432_5,0,0,0,0,0,0
FIS_MLS_7432_6,0,0,0,0,0,0
FIS_MLS_7442_4,0,0,0,0,0,0
FIS_MLS_7442_5,0,0,0,0,0,0
FIS_MLS_7442_6,0,0,0,0,0,0
FIS_MLS_7542_2,0,0,0,0,0,0
FIS_MLS_7450_4,0,0,0,0,0,0
FIS_MLS_7450_5,0,0,0,0,0,0
FIS_MLS_7450_6,0,0,0,0,0,0
FIS_MLS_7550_2,0,0,0,0,0,0
FIS_MBES_9902_3,0,0,0,0,0,0
FIS_MLS_9902_2,0,0,0,0,0,0
IMC_MCTS_7500_1,0,0,0,0,0,0
IMC_MCTS_7600_1,0,0,0,0,0,0
IMC_MCTS_7601_1,0,0,0,0,0,0
IMC_MCTS_7600_2,0,0,0,0,0,0
IMC_MCTS_7700_1,0,0,0,0,0,0
IMC_MCTS_7700_2,0,0,0,0,0,0
IMC_MCTS_7701_1,0,0,0,0,0,0
IMC_MCTS_7701_2,0,0,0,0,0,0
ENV_ESD_7702_1,0,0,0,0,0,0
ENV_ESD_7802_1,0,0,0,0,0,0
ENV_ESS_7702_1,0,0,0,0,0,0
ENV_ESS_7802_1,0,0,0,0,0,0
ENV_BS_7702_1,0,0,0,0,0,0
ENV_BS_7802_1,0,0,0,0,0,0
ENV_EMS_7702_1,0,0,0,0,0,0
ENV_EMS_7802_1,0,0,0,0,0,0
ENV_7801_1,0,0,0,0,0,0
ENV_7801_2,0,0,1,0,0,0
ENV_7801_3,0,0,1,0,0,0
BME_7002_1,0,0,0,0,0,0
BME_7002_2,0,0,0,0,0,0
BME_7002_3,0,0,0,0,0,0
BME_7002_4,0,0,0,0,0,0
BME_7002_5,0,0,0,0,0,0
BME_7002_6,0,0,0,0,0,0
BME_7002_7,0,0,0,0,0,0
BME_7002_8,0,0,0,0,0,0
BME_7002_9,0,0,0,0,0,0
BME_7002_10,0,0,0,0,0,0
BME_7002_11,0,0,0,0,0,0
BME_7002_12,0,0,0,0,0,0
BME_7002_13,0,0,0,0,0,0
BME_7002_14,0,0,0,0,0,0
BME_7002_15,0,0,0,0,0,0
BME_7002_16,0,0,0,0,0,0
BME_7002_17,0,0,0,0,0,0
BME_7002_18,0,0,0,0,0,0
BME_7002_19,0,0,0,0,0,0
BME_7002_20,0,0,0,0,0,0
BME_7002_21,0,0,0,0,0,0
BME_7002_22,0,0,0,0,0,0
BME_7002_23,0,0,0,0,0,0
BME_7002_24,0,0,0,0,0,0
BME_7002_25,0,0,0,0,0,0
BME_7002_26,0,0,0,0,0,0
BME_7002_27,0,0,0,0,0,0
BME_7002_28,0,0,0,0,0,0
BME_7002_29,0,0,0,0,0,0
BME_7002_30,0,0,0,0,0,0
BME_7092_1,0,0,0,0,0,0
BME_7092_2,0,0,0,0,0,0
BME_7092_3,0,0,0,0,0,0
DEN_DEN_7000_1,0,0,0,0,0,0
DEN_DEN_7000_2,0,0,0,0,0,0
DEN_DEN_7000_3,0,0,0,0,0,0
DEN_DEN_7000_4,0,0,0,0,0,0
DEN_DEN_7000_5,0,0,0,0,0,0
DEN_DEN_7000_6,0,0,0,0,0,0
DEN_DEN_7000_7,0,0,0,0,0,0
DEN_DEN_7000_8,0,0,0,0,0,0
DEN_DEN_7000_9,0,0,0,0,0,0
DEN_DEN_7000_10,0,0,0,0,0,0
DEN_DEN_7000_11,0,0,0,0,0,0
DEN_DEN_7000_12,0,0,0,0,0,0
DEN_DEN_7000_13,0,0,0,0,0,0
DEN_DEN_7000_14,0,0,0,0,0,0
DEN_DEN_7000_15,0,0,0,0,0,0
DEN_DEN_7000_16,0,0,0,0,0,0
DEN_DEN_7000_17,0,0,0,0,0,0
DEN_DEN_7000_18,0,0,0,0,0,0
DEN_DEN_7000_19,0,0,0,0,0,0
DEN_DEN_7000_20,0,0,0,0,0,0
DEN_DEN_7000_21,0,0,0,0,0,0
DEN_DEN_7000_22,0,0,0,0,0,0
DEN_DEN_7000_23,0,0,0,0,0,0
DEN_DEN_7000_24,0,0,0,0,0,0
DEN_DEN_7000_25,0,0,0,0,0,0
DEN_DEN_7000_26,0,0,0,0,0,0
DEN_DEN_7000_27,0,0,0,0,0,0
DEN_DEN_7000_28,0,0,0,0,0,0
DEN_DEN_7000_29,0,0,0,0,0,0
DEN_DEN_7000_30,0,0,0,0,0,0
DEN_DEN_7000_31,0,0,0,0,0,0
DEN_DEN_7000_32,0,0,0,0,0,0
DEN_DEN_7000_33,0,0,0,0,0,0
DEN_DEN_7000_34,0,0,0,0,0,0
DEN_DEN_7000_35,0,0,0,0,0,0
DEN_DEN_7000_36,0,0,0,0,0,0
DEN_DEN_7000_37,0,0,0,0,0,0
DEN_DEN_7000_38,0,0,0,0,0,0
DEN_DEN_7000_39,0,0,0,0,0,0
DEN_DEN_7000_40,0,0,0,0,0,0
DEN_DEN_7000_41,0,0,0,0,0,0
DEN_DEN_7000_42,0,0,0,0,0,0
DEN_DEN_7000_43,0,0,0,0,0,0
DEN_DEN_7000_44,0,0,0,0,0,0
DEN_DEN_7000_45,0,0,0,0,0,0
DEN_DEN_7000_46,0,0,0,0,0,0
DEN_DEN_7000_47,0,0,0,0,0,0
DEN_DEN_7000_48,0,0,0,0,0,0
DEN_DEN_7000_49,0,0,0,0,0,0
DEN_DEN_7000_50,0,0,0,0,0,0
DEN_DEN_7000_51,0,0,0,0,0,0
DEN_DEN_7000_52,0,0,0,0,0,0
DEN_DEN_7000_53,0,0,0,0,0,0
DEN_DEN_7000_54,0,0,0,0,0,0
DEN_DEN_7000_55,0,0,0,0,0,0
DEN_DEN_7000_56,0,0,0,0,0,0
DEN_DEN_7000_57,0,0,0,0,0,0
DEN_DEN_7000_58,0,0,0,0,0,0
DEN_DEN_7000_59,0,0,0,0,0,0
DEN_DEN_7000_60,0,0,0,0,0,0
DEN_DEN_7000_61,0,0,0,0,0,0
DEN_DEN_7000_62,0,0,0,0,0,0
DEN_DEN_7000_63,0,0,0,0,0,0
DEN_DEN_7000_64,0,0,0,0,0,0
DEN_DEN_7000_65,0,0,0,0,0,0
DEN_DEN_7000_66,0,0,0,0,0,0
DEN_DEN_7000_67,0,0,0,0,0,0
DEN_DEN_7000_68,0,0,0,0,0,0
DEN_DEN_7000_69,0,0,0,0,0,0
DEN_DEN_7000_70,0,0,0,0,0,0
DEN_DEN_7000_71,0,0,0,0,0,0
DEN_DEN_7000_72,0,0,0,0,0,0
DEN_DEN_7000_73,0,0,0,0,0,0
DEN_DEN_7000_74,0,0,0,0,0,0
DEN_DEN_7000_75,0,0,0,0,0,0
DEN_DEN_7000_76,0,0,0,0,0,0
DEN_DEN_7000_77,0,0,0,0,0,0
DEN_DEN_7000_78,0,0,0,0,0,0
DEN_DEN_7000_79,0,0,0,0,0,0
DEN_DEN_7000_80,0,0,0,0,0,0
DEN_DEN_7000_81,0,0,0,0,0,0
DEN_DEN_7000_82,0,0,0,0,0,0
DEN_DEN_7000_83,0,0,0,0,0,0
DEN_DEN_7000_84,0,0,0,0,0,0
DEN_DEN_7000_85,0,0,0,0,0,0
DEN_DEN_7000_86,0,0,0,0,0,0
DEN_DEN_7000_87,0,0,0,0,0,0
DEN_DEN_7000_88,0,0,0,0,0,0
DEN_DEN_7000_89,0,0,0,0,0,0
DEN_DEN_7000_90,0,0,0,0,0,0
DEN_DEN_7000_91,0,0,0,0,0,0
DEN_DEN_7000_92,0,0,0,0,0,0
DEN_DEN_7000_93,0,0,0,0,0,0
DEN_DEN_7000_94,0,0,0,0,0,0
DEN_DEN_7000_95,0,0,0,0,0,0
DEN_DEN_7000_96,0,0,0,0,0,0
DEN_DEN_7000_97,0,0,0,0,0,0
DEN_DEN_7000_98,0,0,0,0,0,0
DEN_DEN_7000_99,0,0,0,0,0,0
DEN_DEN_7000_100,0,0,0,0,0,0
MED_7510_1,0,0,0,0,0,0
MED_7512_1,0,0,0,0,0,0
MED_7512_2,0,0,0,0,0,0
MED_7510_2,0,0,0,0,0,0
MED_7510_3,0,0,0,0,0,0
_14,0,0,0,0,0,0
_15,0,0,0,0,0,0
MED_7160_1,0,0,0,0,0,0
MED_7162_1,0,0,0,0,0,0
MED_7162_2,0,0,0,0,0,0
MED_7162_3,0,0,0,0,0,0
MED_7160_2,0,0,0,0,0,0
MED_7162_4,0,0,0,0,0,0
MED_7160_3,0,0,0,0,0,0
MED_7160_4,0,0,0,0,0,0
MED_7162_5,0,0,0,0,0,0
MED_7160_5,0,0,0,0,0,0
MED_7160_6,0,0,0,0,0,0
MED_7162_6,0,0,0,0,0,0
MED_7160_7,0,0,0,0,0,0
MED_7160_8,0,0,0,0,0,0
MED_7162_7,0,0,0,0,0,0
MED_7162_8,0,0,0,0,0,0
MED_7160_9,0,0,0,0,0,0
MED_7160_10,0,0,0,0,0,0
MED_7162_9,0,0,0,0,0,0
MED_7160_11,0,0,0,0,0,0
MED_7160_12,0,0,0,0,0,0
MED_7160_13,0,0,0,0,0,0
MED_7160_14,0,0,0,0,0,0
MED_7160_15,0,0,0,0,0,0
MED_7160_16,0,0,0,0,0,0
MED_7160_17,0,0,0,0,0,0
MED_7160_18,0,0,0,0,0,0
MED_7160_19,0,0,0,0,0,0
MED_7160_20,0,0,0,0,0,0
MED_7160_21,0,0,0,0,0,0
MED_7160_22,0,0,0,0,0,0
